"","X.1","X","crash_number","date_time","year","day_of_week","object_1","object_2","street_name","location","latitude","longitude","weather","hospitals","gender","month","month_name","day","Weekday","dow","Week","Season"
"1280",1280,1280,23695,NA,2010,"Friday","Auto","Parked Vehicle","Cogswell Ave","3 Cogswell Ave Cambridge, MA",42.391681,-71.124037,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1281",1281,1281,23696,NA,2010,"Friday","Auto","Auto","OXFORD AVE"," OXFORD AVE & Wendell St Cambridge, MA",42.381554,-71.116331,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1282",1282,1282,23706,NA,2010,"Friday","Auto","Auto","Alewife Brook Pky"," Alewife Brook Pky & Whittemore Ave Cambridge, MA",42.398907,-71.140972,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1283",1283,1283,23692,NA,2010,"Saturday","Taxi","Parked Vehicle","HOWARD ST","14 HOWARD ST Cambridge, MA",42.364053,-71.110553,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1284",1284,1284,23693,NA,2010,"Saturday","Auto","Bicycle","Hampshire St"," Hampshire St & ELM ST Cambridge, MA",42.37048,-71.096879,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1285",1285,1285,23733,NA,2010,"Saturday","Auto","Parked Vehicle","HOLWORTHY ST","175 HOLWORTHY ST Cambridge, MA",42.379327,-71.151406,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1286",1286,1286,23691,NA,2010,"Sunday","Auto","Auto","Putnam Ave"," Putnam Ave & PLEASANT ST Cambridge, MA",42.360131,-71.112777,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1287",1287,1287,23694,NA,2010,"Sunday","Auto","Parked Vehicle","FLORENCE ST","153 FLORENCE ST Cambridge, MA",42.359073,-71.113891,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1288",1288,1288,23698,NA,2010,"Sunday","Auto","Auto","MAGAZINE ST"," MAGAZINE ST & Upton St Cambridge, MA",42.362281,-71.107593,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1289",1289,1289,23699,NA,2010,"Sunday","Auto","Taxi","GARDEN ST"," GARDEN ST & Concord Ave Cambridge, MA",42.378325,-71.123709,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1290",1290,1290,23700,NA,2010,"Sunday","Auto","Parked Vehicle","Windsor St","274 Windsor St Cambridge, MA",42.367998,-71.094936,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1291",1291,1291,23701,NA,2010,"Monday","Auto","Pedestrian","Massachusetts Ave"," Massachusetts Ave & HANCOCK ST Cambridge, MA",42.36838,-71.108783,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1292",1292,1292,23702,NA,2010,"Monday","Auto","Pedestrian","Massachusetts Ave"," Massachusetts Ave & Sidney St Cambridge, MA",42.36295,-71.09958,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1293",1293,1293,23703,NA,2010,"Monday","Truck","Fixed Object","MOUNT AUBURN ST","589 MOUNT AUBURN ST Cambridge, MA",42.375282,-71.145695,"rain","5","2",NA,NA,NA,NA,NA,NA,"Spring"
"1294",1294,1294,23704,NA,2010,"Tuesday","Auto","Parked Vehicle","Vassar St","620 Vassar St Cambridge, MA",42.354988,-71.105235,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1295",1295,1295,23705,NA,2010,"Tuesday","Auto","Auto","Columbia St"," Columbia St & Cambridge St Cambridge, MA",42.372912,-71.094512,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1296",1296,1296,23709,NA,2010,"Wednesday","Auto","Auto","Hampshire St","100 Hampshire St Cambridge, MA",42.369078,-71.095394,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1297",1297,1297,23712,NA,2010,"Thursday","Auto","Fixed Object","Massachusetts Ave"," Massachusetts Ave & Washburn Ave Cambridge, MA",42.398824,-71.131961,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1298",1298,1298,23714,NA,2010,"Thursday","Auto","Parked Vehicle","Washington Ave","90 Washington Ave Cambridge, MA",42.363875,-71.093283,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1299",1299,1299,23715,NA,2010,"Friday","Auto","Auto","Sacramento St","20 Sacramento St Cambridge, MA",42.382445,-71.117788,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1300",1300,1300,23717,NA,2010,"Friday","Auto","Bicycle","Vassar St"," Vassar St & Massachusetts Ave Cambridge, MA",42.360154,-71.094882,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1301",1301,1301,23720,NA,2010,"Friday","Auto","Auto","SUMNER RD","14 SUMNER RD Cambridge, MA",42.376185,-71.112383,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1302",1302,1302,23724,NA,2010,"Friday","Auto","Auto","Columbia St","55 Columbia St Cambridge, MA",42.364918,-71.099151,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1303",1303,1303,23716,NA,2010,"Saturday","Auto","Auto","Dewolfe St"," Dewolfe St & GRANT ST Cambridge, MA",42.369895,-71.116822,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1304",1304,1304,23719,NA,2010,"Sunday","Auto","Fixed Object","HURON AVE"," HURON AVE & Chilton St Cambridge, MA",42.381244,-71.138114,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1305",1305,1305,23721,NA,2010,"Monday","Auto","Parked Vehicle","MEMORIAL DR","730 MEMORIAL DR Cambridge, MA",42.357376,-71.114492,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1306",1306,1306,23723,NA,2010,"Monday","Auto","Fixed Object","Hampshire St","1 Hampshire St Cambridge, MA",42.365232,-71.090065,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1307",1307,1307,23734,NA,2010,"Monday","Auto","Parked Vehicle","Alewife Brook Pky","186 Alewife Brook Pky Cambridge, MA",42.391032,-71.14135,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1308",1308,1308,23755,NA,2010,"Monday","Auto","Auto","Cambridge St"," Cambridge St & Windsor St Cambridge, MA",42.37275,-71.093288,"clear","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"1309",1309,1309,23725,NA,2010,"Tuesday","Auto","School Bus","Massachusetts Ave"," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1310",1310,1310,23726,NA,2010,"Tuesday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Landsdowne St Cambridge, MA",42.361746,-71.097556,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1311",1311,1311,23727,NA,2010,"Tuesday","Auto","Auto","Walden St"," Walden St & Wood St Cambridge, MA",42.386817,-71.129168,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1312",1312,1312,23728,NA,2010,"Tuesday","Auto","Parked Vehicle","Cambridge St","302 Cambridge St Cambridge, MA",42.372861,-71.09455,"snow","6","1",NA,NA,NA,NA,NA,NA,"Spring"
"1313",1313,1313,23729,NA,2010,"Tuesday","Auto","Pedestrian","Binney St"," Binney St & Broadway Cambridge, MA",42.364796,-71.089418,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1314",1314,1314,23730,NA,2010,"Tuesday","Auto","Parked Vehicle","Third St"," Third St & Otis St Cambridge, MA",42.370321,-71.08001,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1315",1315,1315,23735,NA,2010,"Tuesday","Auto","Pedestrian","OXFORD AVE"," OXFORD AVE & EVERETT ST Cambridge, MA",42.37981,-71.116492,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1316",1316,1316,24343,NA,2010,"","Auto","Truck","Broadway"," Broadway & PROSPECT ST Cambridge, MA",42.369317,-71.101021,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1317",1317,1317,23756,NA,2010,"Tuesday","Truck","Pedestrian","Western Ave"," Western Ave & Massachusetts Ave Cambridge, MA",42.365574,-71.103991,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1318",1318,1318,23736,NA,2010,"Wednesday","Auto","Parked Vehicle","White St","49 White St Cambridge, MA",42.389703,-71.118304,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1319",1319,1319,23737,NA,2010,"Wednesday","Auto","Auto","White St","1 White St Cambridge, MA",42.389238,-71.119527,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1320",1320,1320,23738,NA,2010,"Thursday","Auto","Fixed Object","Windsor St","105 Windsor St Cambridge, MA",42.364051,-71.096704,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1321",1321,1321,23739,NA,2010,"Thursday","Auto","Parked Vehicle","Lawn St","73-7 Lawn St Cambridge, MA",42.378298,-71.154921,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1322",1322,1322,23740,NA,2010,"Friday","Auto","Auto","Jackson St"," Jackson St & DUDLEY ST Cambridge, MA",42.395701,-71.135265,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1323",1323,1323,23741,NA,2010,"Friday","Auto","Auto","Broadway","1 Broadway Cambridge, MA",42.36273,-71.084014,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1324",1324,1324,23742,NA,2010,"Friday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST & Putnam Ave Cambridge, MA",42.370091,-71.113336,"cloudy","5","2",NA,NA,NA,NA,NA,NA,"Spring"
"1325",1325,1325,23928,NA,2010,"Saturday","Auto","Parked Vehicle","Alpine St","26 Alpine St Cambridge, MA",42.384165,-71.137978,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1326",1326,1326,23743,NA,2010,"Saturday","Auto","Auto","Broadway"," Broadway & Galileo Galilei Way Cambridge, MA",42.364812,-71.089386,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1327",1327,1327,23744,NA,2010,"Saturday","Auto","Auto","Raymond St"," Raymond St & HURON AVE Cambridge, MA",42.385389,-71.126371,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1328",1328,1328,23745,NA,2010,"Sunday","Auto","Auto","OXFORD AVE","58 OXFORD AVE Cambridge, MA",42.378252,-71.155376,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1329",1329,1329,23746,NA,2010,"Sunday","Auto","Auto","MASON ST"," MASON ST & GARDEN ST Cambridge, MA",42.376564,-71.122185,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1330",1330,1330,23747,NA,2010,"Sunday","Auto","Auto","Concord Ave"," Concord Ave & Buckingham St Cambridge, MA",42.38111,-71.128817,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1331",1331,1331,23752,NA,2010,"Sunday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Waterhouse St Cambridge, MA",42.37787,-71.120647,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1332",1332,1332,23748,NA,2010,"Monday","Auto","Parked Vehicle","SCIARAPPA ST"," SCIARAPPA ST & Otis St Cambridge, MA",42.370532,-71.081655,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1333",1333,1333,23749,NA,2010,"Monday","Auto","Pedestrian","Broadway"," Broadway & Galileo Galilei Way Cambridge, MA",42.364812,-71.089386,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1334",1334,1334,23750,NA,2010,"Monday","Auto","Pedestrian","Galileo Galilei Way"," Galileo Galilei Way & Broadway Cambridge, MA",42.364802,-71.089413,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1335",1335,1335,23753,NA,2010,"Monday","Auto","Auto","SHERMAN ST"," SHERMAN ST & Cadbury Rd Cambridge, MA",42.387116,-71.13162,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1336",1336,1336,23751,NA,2010,"Tuesday","Auto","Auto","MAGAZINE ST"," MAGAZINE ST & Auburn St Cambridge, MA",42.363987,-71.105712,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1337",1337,1337,23754,NA,2010,"Tuesday","Auto","Parked Vehicle","ESSEX ST"," ESSEX ST & Bishop Allen Dr Cambridge, MA",42.365853,-71.102331,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1338",1338,1338,23759,NA,2010,"Wednesday","Auto","Parked Vehicle","Lawn St"," Lawn St & OXFORD AVE Cambridge, MA",42.378304,-71.155325,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1339",1339,1339,23757,NA,2010,"Wednesday","Auto","Pedestrian","Cambridge St"," Cambridge St & ELM ST Cambridge, MA",42.373017,-71.095346,"sleet,hail,freezing rain or drizzle","6","1",NA,NA,NA,NA,NA,NA,"Spring"
"1340",1340,1340,23758,NA,2010,"Wednesday","Auto","Parked Vehicle","Cambridge St","1220 Cambridge St Cambridge, MA",42.373241,-71.097773,"rain","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"1341",1341,1341,23760,NA,2010,"Thursday","Auto","Auto","ELIOT ST"," ELIOT ST & JFK St Cambridge, MA",42.371416,-71.121105,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1342",1342,1342,23761,NA,2010,"Thursday","Taxi","Bus (Other)","QUINCY ST"," QUINCY ST & HARVARD ST Cambridge, MA",42.372305,-71.115147,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1343",1343,1343,23762,NA,2010,"Thursday","Auto","Pedestrian","Windsor St"," Windsor St & Cambridge St Cambridge, MA",42.37275,-71.093288,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1344",1344,1344,23763,NA,2010,"Thursday","Auto","Auto","MAGAZINE ST"," MAGAZINE ST & Allston St Cambridge, MA",42.359835,-71.11029,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1345",1345,1345,23764,NA,2010,"Thursday","Auto","Bicycle","Broadway"," Broadway & Ware St Cambridge, MA",42.373833,-71.112444,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1346",1346,1346,23765,NA,2010,"Friday","Auto","Truck","Hampshire St","168 Hampshire St Cambridge, MA",42.372026,-71.098959,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1347",1347,1347,23768,NA,2010,"Saturday","Auto","Auto","Windsor St","535 Windsor St Cambridge, MA",42.368748,-71.094873,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1348",1348,1348,23766,NA,2010,"Sunday","Auto","Fixed Object","MEMORIAL DR","575 MEMORIAL DR Cambridge, MA",42.354228,-71.105316,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1349",1349,1349,23769,NA,2010,"Sunday","Auto","Auto","SUFFOLK ST","20 SUFFOLK ST Cambridge, MA",42.366185,-71.099649,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1350",1350,1350,23770,NA,2010,"Monday","Auto","Pedestrian","Cambridge Ctr","1 Cambridge Ctr Cambridge, MA",42.36772,-71.074384,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1351",1351,1351,23771,NA,2010,"Monday","Auto","Auto","GARDEN ST"," GARDEN ST & LINNAEAN ST Cambridge, MA",42.382061,-71.126736,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1352",1352,1352,23772,NA,2010,"Monday","Truck","Pedestrian","MOUNT AUBURN ST","78 MOUNT AUBURN ST Cambridge, MA",42.372075,-71.119129,"rain","5","1",NA,NA,NA,NA,NA,NA,"Spring"
"1353",1353,1353,23773,NA,2010,"Monday","Auto","Parked Vehicle","Porter Sq","1 Porter Sq Cambridge, MA",42.388578,-71.118688,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1354",1354,1354,23774,NA,2010,"Tuesday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Vassar St Cambridge, MA",42.360154,-71.094882,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1355",1355,1355,23775,NA,2010,"Tuesday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Hollis St Cambridge, MA",42.394653,-71.127155,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1356",1356,1356,23776,NA,2010,"Tuesday","Auto","Auto","Third St"," Third St & HURLEY ST Cambridge, MA",42.3683,-71.080574,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1357",1357,1357,23777,NA,2010,"Tuesday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST & Massachusetts Ave Cambridge, MA",42.369846,-71.112642,"cloudy","5","1",NA,NA,NA,NA,NA,NA,"Spring"
"1358",1358,1358,23778,NA,2010,"Tuesday","Auto","Auto","HARVARD ST"," HARVARD ST & HANCOCK ST Cambridge, MA",42.37005,-71.10689,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1359",1359,1359,23779,NA,2010,"Tuesday","Auto","Auto","MOUNT AUBURN ST","110 MOUNT AUBURN ST Cambridge, MA",42.37289,-71.121974,"sleet,hail,freezing rain or drizzle","5","2",NA,NA,NA,NA,NA,NA,"Spring"
"1360",1360,1360,23784,NA,2010,"Tuesday","Auto","Pedestrian","MOUNT AUBURN ST","221 MOUNT AUBURN ST Cambridge, MA",42.374869,-71.12995,"SUNNY","5","1",NA,NA,NA,NA,NA,NA,"Spring"
"1361",1361,1361,23780,NA,2010,"Wednesday","Auto","Auto","Walden St","397 Walden St Cambridge, MA",42.383257,-71.134914,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1362",1362,1362,23781,NA,2010,"Wednesday","Auto","Auto","Second St"," Second St & Charles St Cambridge, MA",42.367444,-71.079382,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1363",1363,1363,23782,NA,2010,"Wednesday","Auto","Parked Vehicle","Inman St","15 Inman St Cambridge, MA",42.367449,-71.104926,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1364",1364,1364,23783,NA,2010,"Wednesday","Auto","Auto","JFK St"," JFK St & MOUNT AUBURN ST Cambridge, MA",42.372566,-71.120145,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1365",1365,1365,23786,NA,2010,"Thursday","Auto","Auto","Broadway"," Broadway & Antrim St Cambridge, MA",42.370399,-71.103764,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1366",1366,1366,23787,NA,2010,"Thursday","Auto","Parked Vehicle","Massachusetts Ave","1572 Massachusetts Ave Cambridge, MA",42.378927,-71.120663,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1367",1367,1367,23788,NA,2010,"Thursday","Auto","Fixed Object","Coolidge Ave","78 Coolidge Ave Cambridge, MA",42.371731,-71.14004,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1368",1368,1368,23789,NA,2010,"Thursday","Auto","Parked Vehicle","Inman St","89 Inman St Cambridge, MA",42.37139,-71.102151,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1369",1369,1369,31774,NA,2010,"Tuesday","Auto","Pedestrian","Broadway"," Broadway & PRESCOTT ST Cambridge, MA",42.374368,-71.113638,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1370",1370,1370,23790,NA,2010,"Friday","Auto","Auto","MASON ST"," MASON ST & PHILLIPS PL Cambridge, MA",42.376261,-71.123608,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1371",1371,1371,23791,NA,2010,"Friday","Auto","Auto","LINNAEAN ST"," LINNAEAN ST & Avon Hill St Cambridge, MA",42.383475,-71.123636,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1372",1372,1372,23792,NA,2010,"Friday","Auto","Auto","MACARELLI WAY"," MACARELLI WAY & MARION ST Cambridge, MA",42.372558,-71.088881,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1373",1373,1373,23793,NA,2010,"Friday","Auto","Bicycle","Appleton St"," Appleton St & HIGHLAND AVE Cambridge, MA",42.379135,-71.133842,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1374",1374,1374,23795,NA,2010,"Saturday","Auto","Taxi","Massachusetts Ave","77 Massachusetts Ave Cambridge, MA",42.359128,-71.093339,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1375",1375,1375,23796,NA,2010,"Saturday","Auto","Auto","KIRKLAND ST"," KIRKLAND ST & MYRTLE AVE Cambridge, MA",42.377967,-71.107828,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1376",1376,1376,23797,NA,2010,"Saturday","Auto","Bicycle","Massachusetts Ave"," Massachusetts Ave & DOUGLASS ST Cambridge, MA",42.363897,-71.10119,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1377",1377,1377,23798,NA,2010,"Sunday","Auto","Auto","STEARNS ST","48 STEARNS ST Cambridge, MA",42.38579,-71.129915,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1378",1378,1378,23799,NA,2010,"Sunday","Auto","Auto","PLEASANT ST","35 PLEASANT ST Cambridge, MA",42.364452,-71.107903,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1379",1379,1379,23807,NA,2010,"Sunday","Auto","Auto","QUINCY ST"," QUINCY ST & Cambridge St Cambridge, MA",42.375474,-71.114321,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1380",1380,1380,23800,NA,2010,"Monday","Auto","Auto","River St"," River St & Franklin St Cambridge, MA",42.364893,-71.105807,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1381",1381,1381,23801,NA,2010,"Monday","Auto","Auto","HURON AVE","57 HURON AVE Cambridge, MA",42.384678,-71.128259,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1382",1382,1382,23802,NA,2010,"Monday","Auto","Auto","Cambridge St"," Cambridge St & HOVEY AVE Cambridge, MA",42.374638,-71.107881,"snow","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"1383",1383,1383,23813,NA,2010,"Monday","Auto","Auto","Inman St"," Inman St & Massachusetts Ave Cambridge, MA",42.36659,-71.10568,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1384",1384,1384,23804,NA,2010,"Tuesday","Auto","Parked Vehicle","Magee St","41 Magee St Cambridge, MA",42.366263,-71.111797,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1385",1385,1385,23805,NA,2010,"Sunday","Auto","Auto","Cambridge St"," Cambridge St & Columbia St Cambridge, MA",42.372912,-71.094512,"sleet,hail,freezing rain or drizzle","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"1386",1386,1386,23806,NA,2010,"Tuesday","Auto","Truck","PROSPECT ST","120 PROSPECT ST Cambridge, MA",42.368072,-71.101821,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1387",1387,1387,23808,NA,2010,"Wednesday","Truck","Auto","Brattle St"," Brattle St & Sparks St Cambridge, MA",42.377845,-71.130167,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1388",1388,1388,23809,NA,2010,"Wednesday","Auto","Pedestrian","MAIN ST"," MAIN ST & Osborn St Cambridge, MA",42.363102,-71.095278,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1389",1389,1389,23810,NA,2010,"Wednesday","Auto","Auto","FIRST ST"," FIRST ST & Binney St Cambridge, MA",42.365142,-71.078206,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1390",1390,1390,23811,NA,2010,"Thursday","Auto","Pedestrian","Brattle St"," Brattle St & Appian Way Cambridge, MA",42.374856,-71.122345,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1391",1391,1391,23812,NA,2010,"Thursday","Auto","Auto","DOUGLASS ST"," DOUGLASS ST & Massachusetts Ave Cambridge, MA",42.363897,-71.10119,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1392",1392,1392,23815,NA,2010,"Thursday","Auto","Auto","Brookline St","68 Brookline St Cambridge, MA",42.362551,-71.102564,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1393",1393,1393,23817,NA,2010,"Friday","Auto","Fixed Object","OXFORD ST","124 OXFORD ST Cambridge, MA",42.384385,-71.115981,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1394",1394,1394,23818,NA,2010,"Friday","Auto","Auto","HURON AVE"," HURON AVE & FAYERWEATHER ST Cambridge, MA",42.381305,-71.137337,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1395",1395,1395,23820,NA,2010,"Friday","Auto","Bicycle","Hampshire St"," Hampshire St & PROSPECT ST Cambridge, MA",42.372202,-71.098975,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1396",1396,1396,23823,NA,2010,"Friday","Auto","Auto","Aberdeen Way"," Aberdeen Way & HURON AVE Cambridge, MA",42.378763,-71.147295,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1397",1397,1397,23819,NA,2010,"Saturday","Auto","Auto","Massachusetts Ave","2002 Massachusetts Ave Cambridge, MA",42.368925,-71.110257,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1398",1398,1398,23821,NA,2010,"Saturday","Auto","Pedestrian","Massachusetts Ave","282 Massachusetts Ave Cambridge, MA",42.361887,-71.098113,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1399",1399,1399,23822,NA,2010,"Saturday","Auto","Miscellaneous","Massachusetts Ave"," Massachusetts Ave & DAY ST Cambridge, MA",42.393961,-71.126382,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1400",1400,1400,23824,NA,2010,"Saturday","Auto","Miscellaneous","HURON AVE","700 HURON AVE Cambridge, MA",42.38086,-71.15455,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1401",1401,1401,23825,NA,2010,"Saturday","Auto","Auto","Peabody St"," Peabody St & Massachusetts Ave Cambridge, MA",42.37407,-71.118839,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"1402",1402,1402,23833,NA,2010,"Unknown","Auto","Parked Vehicle","HURON AVE","700 HURON AVE Cambridge, MA",42.38086,-71.15455,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1403",1403,1403,23711,NA,2010,"Thursday","Auto","Auto","Broadway"," Broadway & Windsor St Cambridge, MA",42.367107,-71.095416,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"1404",1404,1404,23816,NA,2010,"Sunday","Auto","Fixed Object","Callender St"," Callender St & Magee St Cambridge, MA",42.365325,-71.111565,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
