"","X.1","X","crash_number","date_time","year","day_of_week","object_1","object_2","street_name","location","latitude","longitude","weather","hospitals","gender","month","month_name","day","Weekday","dow","Week","Season"
"5803",5803,5803,28628,NA,2013,"Friday","Auto","Pedestrian","PROSPECT ST"," PROSPECT ST & Bishop Allen Dr Cambridge, MA",42.366343,-71.10316,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5804",5804,5804,28629,NA,2013,"Friday","Auto","Fixed Object","Binney St"," Binney St & Third St Cambridge, MA",42.365678,-71.082406,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5805",5805,5805,28630,NA,2013,"Friday","Auto","Parked Vehicle","SHERMAN ST","131 SHERMAN ST Cambridge, MA",42.390218,-71.132802,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5806",5806,5806,28631,NA,2013,"Saturday","Auto","Auto","MEMORIAL DR"," MEMORIAL DR & River St Cambridge, MA",42.361462,-71.115963,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5807",5807,5807,28646,NA,2013,"Saturday","Auto","Parked Vehicle","White St","1 White St Cambridge, MA",42.389238,-71.119527,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5808",5808,5808,28632,NA,2013,"Sunday","Auto","Parked Vehicle","PLYMOUTH ST","9 PLYMOUTH ST Cambridge, MA",42.368572,-71.090982,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5809",5809,5809,28634,NA,2013,"Monday","Auto","Auto","GROZIER RD","57 GROZIER RD Cambridge, MA",42.379239,-71.141683,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5810",5810,5810,28635,NA,2013,"Monday","Auto","Parked Vehicle","River St"," River St & Massachusetts Ave Cambridge, MA",42.365591,-71.104027,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5811",5811,5811,28636,NA,2013,"Monday","Auto","Auto","Portland St"," Portland St & MAIN ST Cambridge, MA",42.362974,-71.093634,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5812",5812,5812,28637,NA,2013,"Tuesday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Albany St Cambridge, MA",42.360828,-71.096012,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5813",5813,5813,28638,NA,2013,"Wednesday","School Bus","Auto","Rindge Ave","362 Rindge Ave Cambridge, MA",42.392536,-71.138227,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5814",5814,5814,28639,NA,2013,"Wednesday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & ELLERY ST Cambridge, MA",42.369567,-71.111861,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5815",5815,5815,28674,NA,2013,"Wednesday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Bigelow St Cambridge, MA",42.366995,-71.106343,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5816",5816,5816,28641,NA,2013,"Thursday","Auto","Parked Vehicle","HURON AVE"," HURON AVE & Appleton St Cambridge, MA",42.381521,-71.134102,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5817",5817,5817,28642,NA,2013,"Thursday","Auto","Parked Vehicle","HURON AVE","364 HURON AVE Cambridge, MA",42.381059,-71.138816,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5818",5818,5818,28643,NA,2013,"Thursday","Auto","Parked Vehicle","Washington Ave"," Washington Ave & Columbia St Cambridge, MA",42.365402,-71.098765,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5819",5819,5819,28644,NA,2013,"Friday","Auto","Parked Vehicle","Brattle St"," Brattle St & Channing St Cambridge, MA",42.377049,-71.135913,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5820",5820,5820,28647,NA,2013,"Friday","Auto","School Bus","IRVING ST"," IRVING ST & Kirkland Rd Cambridge, MA",42.377384,-71.110589,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5821",5821,5821,28648,NA,2013,"Friday","Auto","Auto","Ware St","11 Ware St Cambridge, MA",42.372777,-71.113369,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5822",5822,5822,28649,NA,2013,"Friday","Auto","Auto","Webster Ave","333 Webster Ave Cambridge, MA",42.374178,-71.094551,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5823",5823,5823,28650,NA,2013,"Friday","Auto","Pedestrian","Massachusetts Ave"," Massachusetts Ave & DAY ST Cambridge, MA",42.393961,-71.126382,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5824",5824,5824,28651,NA,2013,"Friday","Auto","Auto","Charles St"," Charles St & FIRST ST Cambridge, MA",42.367229,-71.077734,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5825",5825,5825,28652,NA,2013,"Friday","Auto","Auto","JFK St"," JFK St & Brattle St Cambridge, MA",42.372774,-71.120658,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5826",5826,5826,28654,NA,2013,"Friday","Auto","Parked Vehicle","Rockwell St","22 Rockwell St Cambridge, MA",42.362703,-71.11144,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5827",5827,5827,28655,NA,2013,"Friday","Auto","Taxi","Massachusetts Ave"," Massachusetts Ave & EVERETT ST Cambridge, MA",42.380006,-71.119917,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5828",5828,5828,28656,NA,2013,"Friday","Auto","Parked Vehicle","Berkshire St","96 Berkshire St Cambridge, MA",42.370824,-71.090476,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5829",5829,5829,28657,NA,2013,"Saturday","Auto","Fixed Object","Aberdeen Way"," Aberdeen Way & MOUNT AUBURN ST Cambridge, MA",42.375263,-71.145825,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5830",5830,5830,28658,NA,2013,"Saturday","Auto","Taxi","Portland St"," Portland St & Hampshire St Cambridge, MA",42.366295,-71.091782,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5831",5831,5831,28665,NA,2013,"Saturday","Auto","Parked Vehicle","Arlington St","10 Arlington St Cambridge, MA",42.386341,-71.120467,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5832",5832,5832,28659,NA,2013,"Sunday","Auto","Pedestrian","Massachusetts Ave"," Massachusetts Ave & DOUGLASS ST Cambridge, MA",42.363897,-71.10119,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5833",5833,5833,28710,NA,2013,"Monday","Auto","Auto","Hampshire St"," Hampshire St & Bristol St Cambridge, MA",42.367952,-71.093803,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5834",5834,5834,28660,NA,2013,"Monday","Bus (Other)","Parked Vehicle","HOWARD ST"," HOWARD ST & KINNAIRD ST Cambridge, MA",42.36713,-71.111129,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5835",5835,5835,28661,NA,2013,"Monday","Auto","Bicycle","Broadway"," Broadway & ELLERY PL Cambridge, MA",42.372752,-71.109728,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5836",5836,5836,28662,NA,2013,"Monday","Auto","Parked Vehicle","Rindge Ave","364 Rindge Ave Cambridge, MA",42.393088,-71.138992,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5837",5837,5837,28663,NA,2013,"Tuesday","Auto","Auto","Webster Ave"," Webster Ave & PLYMOUTH ST Cambridge, MA",42.369098,-71.093102,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5838",5838,5838,28676,NA,2013,"Tuesday","Auto","Parked Vehicle","FOLLEN ST","50 FOLLEN ST Cambridge, MA",42.37807,-71.121191,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5839",5839,5839,28666,NA,2013,"Wednesday","Auto","Pedestrian","GARDEN ST"," GARDEN ST & Appian Way Cambridge, MA",42.375974,-71.120983,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5840",5840,5840,28667,NA,2013,"Wednesday","Auto","Auto","Alewife Brook Pky"," Alewife Brook Pky & Concord Ave Cambridge, MA",42.388449,-71.143446,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5841",5841,5841,28668,NA,2013,"Wednesday","Auto","Parked Vehicle","MEMORIAL DR","730 MEMORIAL DR Cambridge, MA",42.357376,-71.114492,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5842",5842,5842,28669,NA,2013,"Wednesday","Auto","Parked Vehicle","Massachusetts Ave"," Massachusetts Ave & Sidney St Cambridge, MA",42.36295,-71.09958,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5843",5843,5843,28670,NA,2013,"Wednesday","Auto","Auto","MAGAZINE ST"," MAGAZINE ST & Chestnut St Cambridge, MA",42.358388,-71.111881,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5844",5844,5844,28672,NA,2013,"Wednesday","Bicycle","Taxi","Cambridge St"," Cambridge St & ELM ST Cambridge, MA",42.373017,-71.095346,"clear","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"5845",5845,5845,28673,NA,2013,"Thursday","Auto","Pedestrian","Massachusetts Ave","266 Massachusetts Ave Cambridge, MA",42.361697,-71.098077,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5846",5846,5846,28677,NA,2013,"Thursday","Auto","Pedestrian","Massachusetts Ave"," Massachusetts Ave & DUNSTER ST Cambridge, MA",42.373333,-71.118581,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5847",5847,5847,28678,NA,2013,"Thursday","Auto","Pedestrian","Cambridge St","14 Cambridge St Cambridge, MA",42.372861,-71.09455,"cloudy","6","1",NA,NA,NA,NA,NA,NA,"Spring"
"5848",5848,5848,28680,NA,2013,"Thursday","Auto","Auto","Bishop Allen Dr"," Bishop Allen Dr & Inman St Cambridge, MA",42.367335,-71.104827,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5849",5849,5849,28681,NA,2013,"Thursday","Auto","Pedestrian","Galileo Galilei Way"," Galileo Galilei Way & Broadway Cambridge, MA",42.364802,-71.089413,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5850",5850,5850,28682,NA,2013,"Thursday","Taxi","Pedestrian","PLYMPTON ST"," PLYMPTON ST & MILL ST Cambridge, MA",42.37025,-71.117751,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5851",5851,5851,28683,NA,2013,"Saturday","Auto","Pedestrian","Brookline St"," Brookline St & ERIE ST Cambridge, MA",42.359144,-71.106149,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5852",5852,5852,28684,NA,2013,"Friday","Auto","Parked Vehicle","JEFFERSON ST","24 JEFFERSON ST Cambridge, MA",42.372773,-71.08926,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5853",5853,5853,28685,NA,2013,"Friday","Taxi","Bicycle","Hampshire St","215 Hampshire St Cambridge, MA",42.37336,-71.100217,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5854",5854,5854,28693,NA,2013,"Friday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & PLEASANT ST Cambridge, MA",42.366408,-71.105392,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5855",5855,5855,28694,NA,2013,"Friday","Auto","Auto","Bennett St","6 Bennett St Cambridge, MA",42.372762,-71.122898,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5856",5856,5856,28687,NA,2013,"Saturday","Auto","Parked Vehicle","Massachusetts Ave","496 Massachusetts Ave Cambridge, MA",42.363996,-71.10165,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5857",5857,5857,28695,NA,2013,"Saturday","Auto","Auto","Massachusetts Ave","2175 Massachusetts Ave Cambridge, MA",42.392739,-71.124608,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5858",5858,5858,28696,NA,2013,"Sunday","Auto","Parked Vehicle","Washington Ave","131 Washington Ave Cambridge, MA",42.364564,-71.094613,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5859",5859,5859,28697,NA,2013,"Sunday","Auto","Auto","GARDEN ST","2 GARDEN ST Cambridge, MA",42.375729,-71.120777,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5860",5860,5860,28708,NA,2013,"Sunday","Auto","Parked Vehicle","Rindge Ave","362 Rindge Ave Cambridge, MA",42.392536,-71.138227,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5861",5861,5861,28712,NA,2013,"Sunday","Auto","Auto","Tremont St","42 Tremont St Cambridge, MA",42.371116,-71.098278,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5862",5862,5862,28688,NA,2013,"Sunday","Auto","Pedestrian","OXFORD AVE"," OXFORD AVE & Wendell St Cambridge, MA",42.381554,-71.116331,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5863",5863,5863,28689,NA,2013,"Sunday","Auto","Auto","Inman St"," Inman St & Broadway Cambridge, MA",42.370072,-71.102933,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5864",5864,5864,28690,NA,2013,"Sunday","Auto","Auto","Brattle St"," Brattle St & FARWELL PL Cambridge, MA",42.374426,-71.121896,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5865",5865,5865,28691,NA,2013,"Sunday","Taxi","Bicycle","Cambridge St","1431 Cambridge St Cambridge, MA",42.374017,-71.102314,"snow","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"5866",5866,5866,28698,NA,2013,"Monday","Auto","Auto","HARVARD ST"," HARVARD ST & Dana St Cambridge, MA",42.370808,-71.109623,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5867",5867,5867,28699,NA,2013,"Monday","Auto","Auto","Massachusetts Ave","1735 Massachusetts Ave Cambridge, MA",42.38429,-71.119271,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5868",5868,5868,28700,NA,2013,"Monday","Auto","Parked Vehicle","MOUNT AUBURN ST","78 MOUNT AUBURN ST Cambridge, MA",42.372075,-71.119129,"cloudy","5","2",NA,NA,NA,NA,NA,NA,"Spring"
"5869",5869,5869,28692,NA,2013,"Monday","Auto","Taxi","Putnam Ave"," Putnam Ave & PLEASANT ST Cambridge, MA",42.360131,-71.112777,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5870",5870,5870,28701,NA,2013,"Tuesday","Auto","Parked Vehicle","Cambridge St","850 Cambridge St Cambridge, MA",42.372324,-71.091316,"SUNNY","6","1",NA,NA,NA,NA,NA,NA,"Spring"
"5871",5871,5871,28703,NA,2013,"Tuesday","Auto","Parked Vehicle","Thorndike St","40 Thorndike St Cambridge, MA",42.369479,-71.079562,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5872",5872,5872,28821,NA,2013,"Friday","Auto","Parked Vehicle","Cambridge St","950 Cambridge St Cambridge, MA",42.372595,-71.092871,"snow","6","1",NA,NA,NA,NA,NA,NA,"Spring"
"5873",5873,5873,28707,NA,2013,"Wednesday","Auto","Auto","Cambridge St"," Cambridge St & Dana St Cambridge, MA",42.374529,-71.107034,"cloudy","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"5874",5874,5874,28709,NA,2013,"Wednesday","Auto","Bicycle","Hampshire St"," Hampshire St & Bristol St Cambridge, MA",42.367952,-71.093803,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5875",5875,5875,28713,NA,2013,"Wednesday","Auto","Parked Vehicle","White St"," White St & Porter Sq Cambridge, MA",42.388581,-71.119038,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5876",5876,5876,28705,NA,2013,"Thursday","Auto","Parked Vehicle","Binney St","301 Binney St Cambridge, MA",42.366584,-71.087968,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5877",5877,5877,28706,NA,2013,"Thursday","Truck","Parked Vehicle","HARVEY ST","55 HARVEY ST Cambridge, MA",42.397315,-71.132054,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5878",5878,5878,28716,NA,2013,"Friday","Auto","Parked Vehicle","Clay St"," Clay St & HARVEY ST Cambridge, MA",42.397408,-71.134293,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5879",5879,5879,28717,NA,2013,"Friday","Auto","Auto","Bishop Allen Dr","114 Bishop Allen Dr Cambridge, MA",42.36612,-71.102942,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5880",5880,5880,28718,NA,2013,"Friday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",42.375274,-71.145841,"clear","5","1",NA,NA,NA,NA,NA,NA,"Spring"
"5881",5881,5881,28720,NA,2013,"Friday","Auto","Parked Vehicle","PLYMOUTH ST","89 PLYMOUTH ST Cambridge, MA",42.36897,-71.094291,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5882",5882,5882,28739,NA,2013,"Friday","Auto","Parked Vehicle","GARFIELD ST","27 GARFIELD ST Cambridge, MA",42.383855,-71.118314,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5883",5883,5883,28719,NA,2013,"Saturday","Auto","Parked Vehicle","Rice St","48 Rice St Cambridge, MA",42.394398,-71.129317,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5884",5884,5884,28721,NA,2013,"Saturday","Auto","Parked Vehicle","ROBERTS RD","28 ROBERTS RD Cambridge, MA",42.376448,-71.108309,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5885",5885,5885,28722,NA,2013,"Saturday","Auto","Auto","Western Ave"," Western Ave & Putnam Ave Cambridge, MA",42.364484,-71.113893,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5886",5886,5886,28723,NA,2013,"Saturday","Auto","Parked Vehicle","MEACHAM RD","8110 MEACHAM RD Cambridge, MA",42.396184,-71.125798,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5887",5887,5887,28735,NA,2013,"Saturday","Auto","Parked Vehicle","Porter Rd","47 Porter Rd Cambridge, MA",42.389217,-71.121278,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5888",5888,5888,28724,NA,2013,"Sunday","Auto","Parked Vehicle","Brookline St","231 Brookline St Cambridge, MA",42.358465,-71.106973,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5889",5889,5889,28725,NA,2013,"Sunday","Auto","Auto","Sacramento Pl","25 Sacramento Pl Cambridge, MA",42.383244,-71.116959,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5890",5890,5890,28726,NA,2013,"Sunday","Auto","Auto","Cameron Ave"," Cameron Ave & Seven Pines Ave Cambridge, MA",42.398798,-71.128697,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5891",5891,5891,28727,NA,2013,"Sunday","Auto","Parked Vehicle","Massachusetts Ave"," Massachusetts Ave & Cameron Ave Cambridge, MA",42.39744,-71.130266,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5892",5892,5892,28728,NA,2013,"Sunday","Auto","Parked Vehicle","JEFFERSON ST","43 JEFFERSON ST Cambridge, MA",42.373235,-71.090169,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5893",5893,5893,28729,NA,2013,"Sunday","Auto","Parked Vehicle","York St","70 York St Cambridge, MA",42.369823,-71.092936,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5894",5894,5894,28733,NA,2013,"Sunday","Auto","Parked Vehicle","Rindge Ave","362 Rindge Ave Cambridge, MA",42.392536,-71.138227,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5895",5895,5895,28736,NA,2013,"Sunday","Auto","Auto","PRENTISS ST","52 PRENTISS ST Cambridge, MA",42.384311,-71.115826,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5896",5896,5896,28793,NA,2013,"Sunday","Auto","Parked Vehicle","York St","70 York St Cambridge, MA",42.369823,-71.092936,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5897",5897,5897,28730,NA,2013,"Monday","Auto","Parked Vehicle","FIRST ST","89 FIRST ST Cambridge, MA",42.36828,-71.077596,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5898",5898,5898,28732,NA,2013,"Monday","Auto","Parked Vehicle","Moore St"," Moore St & HARVARD ST Cambridge, MA",42.365502,-71.094132,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5899",5899,5899,28734,NA,2013,"Monday","Auto","Parked Vehicle","Corporal Burns Rd","20 Corporal Burns Rd Cambridge, MA",42.386203,-71.137429,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5900",5900,5900,1500001179,NA,2015,"Sunday","PASSENGER CAR","","BROADWAY","BROADWAY & PROSPECT STREET",42.3693008,-71.1009979,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5901",5901,5901,1500001183,NA,2015,"Monday","PASSENGER CAR","","MEMORIAL DRIVE","808 MEMORIAL DRIVE",42.3608017,-71.1158981,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5902",5902,5902,1500001181,NA,2015,"Monday","TRUCK TRAILER","PASSENGER CAR","HAMPSHIRE ST","250 HAMPSHIRE ST",42.3740005,-71.1011963,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5903",5903,5903,1500001182,NA,2015,"Monday","PASSENGER CAR","","SIDNEY STREET","SIDNEY STREET & GREEN STREET",42.3624001,-71.1001968,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5904",5904,5904,1500001189,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MASSACHUSETTS AVE","438 MASSACHUSETTS AVE",42.3637009,-71.1007996,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5905",5905,5905,1500001186,NA,2015,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","HOWARD STREET","8 HOWARD STREET",42.3634987,-71.1106033,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5906",5906,5906,1500001187,NA,2015,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","BROADWAY","BROADWAY & PORTLAND ST.",42.365799,-71.0921021,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5907",5907,5907,1500001188,NA,2015,"Wednesday","PASSENGER CAR","PASSENGER CAR","BROOKLINE STREET","268 BROOKLINE STREET",42.3574982,-71.1079025,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5908",5908,5908,1500001190,NA,2015,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","CAMBRIDGE STREET","CAMBRIDGE STREET & SECOND STREET",42.3708992,-71.078598,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5909",5909,5909,1500001191,NA,2015,"Wednesday","PASSENGER CAR","PASSENGER CAR","MASSACHUSETTS AVE","1678 MASSACHUSETTS AVE",42.3824005,-71.1196976,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5910",5910,5910,1500001192,NA,2015,"Thursday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","CAMBRIDGE STREET","CAMBRIDGE STREET & CARDINAL MEDERIOS AVENUE",42.3721008,-71.088501,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5911",5911,5911,1500001193,NA,2015,"Thursday","PASSENGER CAR","","MASS AVE","1730 MASS AVE",42.3843002,-71.1194992,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5912",5912,5912,1500001195,NA,2015,"Friday","PASSENGER CAR","","MASSACHUSETTS AVENUE","420 MASSACHUSETTS AVENUE",42.3634987,-71.1004028,"SUNNY","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5913",5913,5913,1500001196,NA,2015,"Friday","PASSENGER CAR","","SEVENTH STREET","59 SEVENTH STREET",42.3711014,-71.085701,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5914",5914,5914,1500001197,NA,2015,"Saturday","PASSENGER CAR","","MASSACHUSETTS AVE","MASSACHUSETTS AVE & NORFOLK ST",42.364399,-71.1020966,"rain","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5915",5915,5915,1500001198,NA,2015,"Saturday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","PROSPECT ST","115 PROSPECT ST",42.3683014,-71.101799,"sleet,hail,freezing rain or drizzle","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5916",5916,5916,1500001199,NA,2015,"Saturday","PASSENGER CAR","","HANCOCK ST","HANCOCK ST & HARVARD ST",42.3699989,-71.1069031,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5917",5917,5917,1500001200,NA,2015,"Sunday","PASSENGER CAR","","RICHDALE AVE","RICHDALE AVE & WALDEN STREET",42.3889008,-71.125,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5918",5918,5918,1500001202,NA,2015,"Sunday","PASSENGER CAR","PASSENGER CAR","BANKS ST","136 BANKS ST",42.3674011,-71.1147003,"clear","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5919",5919,5919,1500001201,NA,2015,"Sunday","PASSENGER CAR","","ROYAL AVE","ROYAL AVE & CONCORD AVE",42.3829002,-71.1320038,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5920",5920,5920,1500001203,NA,2015,"Monday","PASSENGER CAR","PASSENGER CAR","HAMILTON STREET","HAMILTON STREET & PEARL STREET",42.3595009,-71.1082001,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5921",5921,5921,1500001204,NA,2015,"Monday","PASSENGER CAR","","MAIN ST","700 MAIN ST",42.362999,-71.0939026,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"5922",5922,5922,1500001205,NA,2015,"Monday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","GARDEN STREET","GARDEN STREET & MASS AVE",42.3754997,-71.1199036,"snow","7","1",NA,NA,NA,NA,NA,NA,"Spring"
"5923",5923,5923,1500001207,NA,2015,"Monday","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","SPRING ST","95 SPRING ST",42.3692017,-71.0823975,"cloudy","7","1",NA,NA,NA,NA,NA,NA,"Spring"
